data,casa,placar,foracasa,fase
2006-10-26,Santa Cruz,0-1,Fortaleza,R31
2006-10-26,Vasco,3-1,Flamengo,R31
2006-10-26,Internacional,1-0,Juventude,R31
2006-10-26,Fluminense,1-2,Grêmio,R31
2006-10-28,Atlético Paranaense,4-0,Paraná,R31
2006-10-28,Figueirense,0-2,São Paulo,R31
2006-10-28,Ponte Preta,1-2,Botafogo,R31
2006-10-28,Goiás,2-3,Cruzeiro,R31
2006-10-28,Santos,1-0,São Caetano,R31
2006-11-01,Flamengo,1-1,Santa Cruz,R32
2006-11-01,Palmeiras,1-3,Goiás,R32
2006-11-01,Atlético Paranaense,6-4,Vasco,R32
2006-11-01,Grêmio,1-2,Figueirense,R32
2006-11-01,São Caetano,1-1,Fluminense,R32
2006-11-01,Fortaleza,0-4,Corinthians,R32
2006-11-01,Juventude,3-2,Santos,R32
2006-11-02,São Paulo,1-1,Ponte Preta,R32
2006-11-02,Cruzeiro,2-2,Paraná,R32
2006-11-02,Botafogo,0-1,Internacional,R32
2006-11-04,Figueirense,1-0,Juventude,R33
2006-11-04,Flamengo,1-0,Atlético Paranaense,R33
2006-11-05,Fortaleza,0-3,Goiás,R33
2006-11-05,Santos,0-1,São Paulo,R33
2006-11-05,Grêmio,0-1,Internacional,R33
2006-11-05,Cruzeiro,2-1,Vasco,R33
2006-11-05,Ponte Preta,1-2,São Caetano,R33
2006-11-05,Paraná,4-2,Palmeiras,R33
2006-11-05,Corinthians,1-0,Santa Cruz,R33
2006-11-05,Botafogo,2-1,Fluminense,R33
2006-11-08,São Caetano,3-1,Figueirense,R34
2006-11-08,Vasco,3-1,Paraná,R34
2006-11-08,Juventude,1-2,Grêmio,R34
2006-11-08,Palmeiras,3-0,Fortaleza,R34
2006-11-08,Goiás,0-1,Flamengo,R34
2006-11-08,Internacional,0-0,Santos,R34
2006-11-08,Atlético Paranaense,1-2,Corinthians,R34
2006-11-09,São Paulo,3-0,Botafogo,R34
2006-11-09,Santa Cruz,4-1,Cruzeiro,R34
2006-11-09,Fluminense,0-0,Ponte Preta,R34
2006-11-11,Internacional,3-0,Fortaleza,R35
2006-11-11,Santos,1-0,Paraná,R35
2006-11-11,Vasco,1-1,Juventude,R35
2006-11-12,Ponte Preta,3-0,Flamengo,R35
2006-11-12,Fluminense,1-0,Cruzeiro,R35
2006-11-12,Figueirense,0-0,Corinthians,R35
2006-11-12,Goiás,0-2,São Paulo,R35
2006-11-12,Palmeiras,2-1,Botafogo,R35
2006-11-12,Santa Cruz,0-3,São Caetano,R35
2006-11-12,Atlético Paranaense,2-3,Grêmio,R35
2005-04-23,Atlético Mineiro,4-1,Figueirense,R1
2005-04-23,Paraná,0-2,Goiás,R1
2005-04-23,Flamengo,1-1,Cruzeiro,R1
2005-04-23,São Caetano,2-2,Palmeiras,R1
2005-04-24,Fluminense,2-1,São Paulo,R1
2005-04-24,Corinthians,2-2,Juventude,R1
2005-04-24,Fortaleza,0-1,Coritiba,R1
2005-04-24,Internacional,0-2,Botafogo,R1
2005-04-24,Brasiliense,0-1,Vasco,R1
2005-04-24,Santos,4-1,Paysandu,R1
2005-04-24,Atlético Paranaense,0-1,Ponte Preta,R1
2005-04-30,Palmeiras,2-1,Brasiliense,R2
2005-04-30,Goiás,0-0,São Caetano,R2
2005-04-30,Vasco,0-0,Fortaleza,R2
2005-04-30,Ponte Preta,3-3,Atlético Mineiro,R2
2005-04-30,São Paulo,1-1,Paraná,R2
2005-05-01,Juventude,1-0,Atlético Paranaense,R2
2005-05-01,Figueirense,0-1,Flamengo,R2
2005-05-01,Cruzeiro,3-2,Internacional,R2
2005-05-01,Botafogo,3-1,Corinthians,R2
2005-05-01,Paysandu,1-2,Fluminense,R2
2005-05-01,Coritiba,2-3,Santos,R2
